Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59,,
Tiv_Tivoid,i̱nya̱m,wəgh,m-tuhwem,ivuṷgh,ga̱mbə,gbo̱r ,dzəgə̱ ,i̱nyo̭n,nyu̥ma̱,awambə̥,kuhwə,ityumba,a̱ŋgə̱r,wan,ibəmbəgh,vḁ,ɔ̱r,kpwə̥,i̱wa,mḁ,to-g̥h,yḁ,iji̥,no̱r,íshə́,ishigh,gba̝kon,m-kurem,ŋgu-r̥,i̱kuu̱l,usu̥,kon,i̱shu,u̱tḁa̱n,pu̱ru̱gh,nyido,na,iv̱o,inya,ícə,ityough,u̥ŋgwa̱,i̱shima,ko-r̥,i̱you,i̱jə̭n,m-ya̭m,wu̥a̱,inyu,ihɔ̥,fḁ,ahu̥,ŋguhwar,m-təmam,i̱u̱su̱,iyor̭ ,uwer ,dzwa ,iti,i̱combo̱,mo-n̥,tugh,ihiŋgḁ,mɔm̭,oṟ,ura,i̱gbu̱du̱,misə̥,bar,wara̱wa,nə̥ŋgə̱,tin̥di,?,tḁ ca-m̥,kwav,aɔ̱ndo̱ ,m-nyam,m-nyim,i̱yɔ,dagi̱,ihyura̭n,iwə-n̥,i̱yaŋgə,tsa,pu̱ə̱,u̱tar,nombo̭r,inyigh = i-nji-ɣ,kon,uẖ a-r̥,m-nyandḙm,yaṟ ,sua̱,dzəṉde,ityav,m-gərḙm,ahumbə̥,kwḁsə̥,avurə,iyɔ-g̥h,,"Abraham RC (1940) A dictionary of the Tiv language (Crown Agents for the Colonies on behalf of the Government of Nigeria, London) p 331."
A11_Londo,n-yàmà,mò-kɔ̀,ù-bu,ekuku,dì-nɔ̀ŋgɔ̀,m-ɛa,kɔlɔ ,ì-nɔɔ,da ,mà-cìá,è-sé,dì-bɛ́ɛ̀,aŋgɛ,ŋw-ánà,motutu,ɸɔ,laŋga ,wa,m-fáà,ŋwa ,dì-tóò,dì-dá,mò-cyé,n-jɛ̀kù,dì-ísò,boso,kunda,dì-ɔ́mí,esa,è-sàsà,ŋw-ɛa ~ muea ,iwori,ɲamamaliba,beta,kolwa,beni,iɲɛ,m-bódì,moɲɛrɛ,n-yùŋgà,mò-dófò,oka,mò-démà,mò-sébá,n-dábò,n-ja,è-wùŋgé,boloa,dì-bɔ́ŋgɔ́,dì-ɛ́ndí,iwoa,è-ánì,mò-fáŋgá,dì-bà,ɲa,moina,ŋ-gɔndɛ,ò-àná,dì-ínà,dì-tɛ́ŋgù,dì-bɔ̀dì,bù-dite,mò-fìkí,eyɔkɔ,mò-tò,m-búà,n-jìá,muri,i-kwa,ɲaŋga,dɛ̀-ɛ́nɛ̀,loma,isɔsɔ,kɔnɔ,ɲolo,ŋw-adoba,iyɔ,motutu,n-yɔ́ɔ̀,dì-kɔ̀ŋgɔ́,ube,wà-ádè,loba,mò-kòndó,dondaro,beyaro,ì-yémè,dì-sòŋgá,bò-dé,beba,m-ínyádí,mò-kí,yoa,dì-kɛ̀ndɛ̀,b-ìdá,mà-líbá,ŋguŋga,ŋw-ádánà,bè-kɛdi,ebo,,Kuperus J (1978) Les classes nominales du Londo ; langue bantoue du sud-ouest du Cameroun (Guthrie A11). (Rapport préliminaire):33.
A121_Mbonge,ɲama,mokɔ,mbu,ekuku,linɔŋgɔ,mea,kɔlɔ,inɔ,da,makia,ese,dibɛ,yaŋga,ŋana,ekutukutu,fɔ,laŋga,wa,mgba,ɲua,dito,da,like,njɛku,disɔ,boso,kunda,diɔmi,esa,esɔsɔ,ŋea,iyoli,ndɔndi,beta,uŋga,bene,ɲɛŋgɛ,mboli,muɲɛlɛ,ɲuŋga,molofo,boka,molema,museba,ndabo,nja,mea,boloa,libɔŋgɔ,dilɛndi,iyoa,eya,ŋende,libɛ,ɲia,momana,ŋgɔndɛ,wana,dina,ditɛŋgu,dibɛlu,bulute,do,eyɔkɔ,moto,mbua,njea,ŋili,ikpa,ɲaŋgɛ,ɛnɛ,loma,isɔ,kɔnɔ,ekobo,loba,iyɔ,motutu,ɲɔ,dikɔŋgɔ,iba,bolale,disɛnji,mokondo,dondalo,belalo,iyeme,disoŋga,wele,bebe,miɲali,mboka,yoa,kɛndɛ,bila,maliba,ŋguŋga,ŋalana,bekɛli,ekɔkɔ,,Friesen DT (2002) Oroko orthography development: Linguistic and sociolinguistic factors. Master of Arts (University of North Dakota).
A122_Bakundu,ɲàmà  ,mòkɔ̀,mbú ,ekuku,dìnõ̀ŋɡò,ŋʷèà,kɔrɔ ,īnɔ̄,da ,màkìà ,ésé,dìbè,yaŋga,ŋʷánà,mbà,iya,laŋga ,wa,ŋ̀ɡbá,ŋwa ,dìtoỳ,da ,dìkéù,njɔ̀kù,dìsɔ̂,bòsó,kunda,dìwɔ́,esa,mòsẽ́ŋɡé,móá,ícó,ndṍndí,beta,ɛrua,beni,beke,mbóḷì,moɲɛrɛ,ɲṍŋɡà,mòló,oka,mòḷémá,mòsébá,ndábò,nja,mea,boloa,libɔŋgɔ,mòɲìká,icoa,ècá,mōpā,dìbè,ɲa,ŋɡʷíáná,ŋgɔndɛ,wànà,díná,dìtẽ́ŋɡù,ŋɡɔ̄,bulu,dò,eyɔkɔ,mòtò,mbúà,njea,mòkákù ,íkʷá,ɲaŋgu ,ɛnɛ,loma,isɔ,kɔnɔ,ekobo,óŋʷá ḷòbà,iyɔ,motutu,ɲɔ̀,dìkɔ̃̀ŋɡɔ̀ ,iɸa,bòlɛ̀ ,lòbà,mòkõ̀ndò ,londalo,beraro,lyémè ,dìsõ̀ŋɡá ,bòlé ,bebe,miyali,mbókà,coa,aka,bìlá,màḷìbà,ekwili,ŋʷáláná ,βekɛri,èkè ,,"Collector: Jean-Marie Hombert, Laboratoire Dynamique du Langage, Lyon"
A141_Lefo,ɲàm,ŋ̀-kwɛ̀n,mbùmbû,mbísìbwɛ̌,wù-tì,lì-bùm,-tòn ,wù-nɔ̀n,kwàké,mà-kìí,ɛ̀-fìˀ,lè-bê,wɔ̀ké,mw-ǎn,lì-báŋ,pāʔ,láŋ,wá,mbwá,-mwá,ɛ̀-túì,-dyá,lè-kə́,ɲjɔ̀ˀ,d-ǐˀ,wò-sú,kún,lè-fɔ́ŋ,è-ʃə́ˀ,ɲǎn,mùí,li-yūè,ʃüè,-táàn,-fùmú,-nììn,baˀ,mból,ndɔ̀ˀ,ɲùŋ,ǹ-ló,wóˀ,ǹ-lə́m,tɔ́ŋ,ndáˀ,njɛ̀,ǹ-yà,bólò,lì-bɔ́ŋ,dì-lɛ́ndɛ́,bí,ì-yɛ́,ɛ̀-kwè,lì-bɛ̀,ɲè,mò-mâŋ,ŋgɔ̀n,ǹ-sò,d-ǐn,wù-tɔ́ŋ,lè-bɔ̀ˀ,wù-dúù ,dúì,-fɔ́ʔ,mɔ̀ˀ,mbú,m̀-bòkà,ŋ̀-káŋgá ,ù-kwǎ,fyàŋgúˀ,-mín,lúm,wù-ʃɔ́n,kɔ́n,ŋgò,ámwěn,wù-yɔ́,ǹ-tútù,ɲɔ̌,ɛ̀-lɔ̂ ,jiˀ,dì-lɛ́ ,dǔlù,ŋ̀-kòn ,dyôm,-láán,ɛ̀-yə́m ,lè-sòŋ ,bw-ɛ̌ ,-bɛ̂,mə̀-níà,ŋ̀-kí ,-yūé,-kə̀,bilá,mà-déˀ,ŋgùŋgù,mw-àlân ,bè-kə̀kí,ɛ̀-kèˀ ,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A15_Manenguba,ɲàm,è-kə́,mbòbə́ m̀fùŋ,è-kòkɔ̀b',à-nɔ̀ŋ,à-bùm,sògə́,nɔ̀n,?,ŋ̀-kìí,è-ʃɛ̀d,à-bê,?,my-àn,à-lwààd˺,?,?,?,mbwə́,?,è-tíì,?,à-tì,nzòk,d-ə̀d˺,à-bwè(n),?,à-fóŋ,è-tɔ̀g˺,ɲɛ̌ŋkə́,müü,lè,mɛ̌ɲʃíí,-tɛ́ɛ̀,?,-ɲìì,?,mbɔ́d',ndɔ̀b',ɲùŋ,ǹ-dú,?,ǹ-də́m,tɔ́ŋ,ndáb',nzèè,ḿmìì,?,à-bɔ́ŋ,mə̀mpə́,?,jyèé,è-kù,à-bə̀,də̀d˺,mànzwóm,ŋgɔ̀n,ǹ-sɔ̀l,dǐn,à-tɔ́ŋ,à-bwɔ̀l,ŋ̀-kùù,e-díì,-fɔ́ʔ,mòòɲùŋ,mbú,nzè,ŋ̀-kàŋ,ŋ̀-kwèé,ɲɛ̀ɛ́,?,-lómə,à-kwág',?,ŋgɔ̀b ɲìn,ndóóndòò,yə́,mbàg˺  ,yə̌,à-kɔ̀ŋ ,?,à-lə́ ,è-ɲì,ŋ̀-kwòn,dúòm,-láá,à-yə̂m,à-sùŋ,y-ɛ̌n ,-bə̀,nzèsè,mbók,?,?,bɨn,ǹ-də́b',è-kòd˺,mwad˺,mbàk,è-tì,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A15A_Mbuu,ɲàm,è-kɛ́ɛ́,mbúùm,è-kòb' ,à-nɔ̀ŋ,à-bə̀m,ǹsùg',à-nɔ̀n,-kpáàlɛ̀,ŋ̀-kìí,è-fèyg',à-byɛ̂,-tə̀màŋ,mw-àn,mbɑ̀ˀ èbɑ̀ˀ,-sɛ́ɛ́,-lə́ŋə̀,-wə́ə̀,mbwə́,-mwáà,è-túə̀,-jɛ́ɛ̀,à-kyɛ̀,nzòg',d-eyg',à-bɛ̀ŋ,-kwə̀ə̀,à-fɔ́ŋ,è-tɔ̀ˀ,nyàn,mùú,lɛ́ŋ múú,mɛ̌ɲʃíí,-táàn,-lààlè,-nìì,-bɔ̀ɔ̀,mbólˀ,ndɔ̀b,ɲùŋ,ǹ-dú,-gúúlə̀,ǹ-də́m,tɔ́ŋ,ndááb',nʒyə̀,ḿmyə̀,-gúə̀,à-bɔ́ŋ,mə̀mpə́ə́,-bìɛ̀,i'yɛ́ ,è-pòŋ,à-bə̀,tèˀ,mònzóm,ŋgɔ̀n,ǹ-sɔ̀ˀ ,d(èŋ,à-tɔ́ŋ,kə́ŋ,ŋ̀-kùù,dúə́,-pɔ́ʔ ,mòˀ,mbúú,nʒyɛ̀,ŋ̀-kàŋ,ŋ̀-kwə̀,ɲa̰a̰ nyàŋ,-tòŋ,-lə́m,à-kpáʔ,-sɔ́ɔ̀,ŋgòb',dólˀ,è-yūé,mbə́làˀ,ɲüə́,à-kɔ̀ŋ ,-zə́bə̀,à-lə́ ,è-ɲɛ̀ŋ,ŋ̀-kòn,júòm,-láál,è-yɛ́m,à-sùŋ ,lɛ́ŋ,-bə̀,ǹ-sɛ̀ŋ,mbóg',-ʒúə̀,-kə̀ə̀,bə̀l,à-də́b',è-pə̀b',mwalˀ ,m̀myɛ̀l,è-kìì,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A15B_Mienge_NW_Manenguba,ɲàm,è-kə́ə́,mbúmǐˀ,mbʱí jɛ̀n,à-nɔ̀ŋ,à-bùm,sùɔ́ˀ,mú-nwɑ̀n,-kpààlì,ò-kìí,è-hìˀ,à-ɓə̂,-sáŋkì,myæ̌,mbʱɑ̀ˀ,-sāʔ,-lάŋ,-wə́,mbʱyɛ́,-myə́,è-tẅə̂,-dyə́,à-kyə̀,nzòˀ,d-ǐˀ,à-bìŋ ,-híŋ,ò-hɔ́ŋ,è-tɔ̀ˀ,ɲæ̌n,müü,sǔŋ,-ʃu'ə́,-tæ̂,-pùù,-nìì,-bə̀,mbʱwɔ́ˀ,ndwàsɛ́,ɲòŋ,l-lẅə́,-wóˀ,ì-lə́m,tɔ́ŋ,ndǽˀ,nzə̀ə̀,ḿmyə̀,-gúə̀,à-bɔ́ŋ,má!pə́ə́,-bíì,jy-ə̌,è-kwə̀,à-bə̀,tìˀ,mùnjóm,ŋgwɑ̀n,ǹ-swɛ̀n,d-ǐŋ,à-tɔ́ŋ,m̀-bwɑ̀n,ŋ̀-kwə̀,dẅə̂,pɔ́ʔ ,mɑ̀ɑ̀ɲòŋ,mbʱúú,nzyə̀,ŋ̀-kɑ̀ŋ,ŋ̀-kpə̌,ɲàŋíˀ,-tòŋ,-lwɔ́m,à-kpá'kpáʔ,-kwān,ŋgwɔ̀ɔ̀ ɲẅɛ̌n,dúɛ̀ měŋ,à-jūé,m̀múúlə̀ˀ,ɲùə́,à-kɔ̀ŋ ,-jíˀ,à-lə́ə́ ,è-ɲɛ̀ŋ,ŋ̀-kwɔ̀n,düə̀,lǽǽ,è-jə́m ,à-sùŋ ,jɛ̀n ,-ɓə̀,ò-sɛ̀ŋ,m̀myə̀ ,-jūə́,-kyə̀,bin,ò-dúˀ,è-kùkù’,myæ̀ǽˀ ,mbʱɑ̀ˀ,è-kyə̀ ,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A15C_Elung_Central_Manenguba,ɲà,mbyə̀kə́,mbùmwêd˺,è-kòk,ndə̀,à-bùm,sùɔ́,mù-nɔ̀,-kwàl,ò-kìí,è-hə̀k,àbíì,-hyáŋɛd,mɔ̌,mbàˀ,-hyɛ̀,-tɔ́,-wə́,mbwə́,-mwə́,è-tû,-dyɛ́,à-kì,nzùˀ,d-ə̌k,à-bə̀ŋ,-kwə̀,à-hɔ́,è-tɔ̀ˀ,ɲǎn,mùú,lə̌ŋ,sú,-táàn,-pùmə̀,-nììn,-bə̀,mbɘ́ˀ,ndɔ̀ˀ,ɲòŋ,l-lə́,-wóˀ,ɛ́ llém,à-séˀ,ndá,nzɛ̀,mì,-wú,à-bó,ǹ-nə̀kə́,-bíì,à-pǎ-jɛ́,è-kù,à-bə̀,tə̀d˺,mwènjü,ŋgɔ̀,ǹ-ʃü,d-ə̌ŋ,à-tɔ́,m-bɔ̀l,ŋ̀-kù,dû,pɔ́ʔ ,mòòɲòŋ,mbúí,nzì,ŋ̀-kà,ŋ̀-kwɛ̌,ǹ-sí,-nyí,-lǿ,à-kwáʔ,-jé,ŋgòˀ,dɘ̌ɘ̀,júə́,mbɔ́řaˀ,ɲùə̌,à-kɔ ,-jə́b',à-lə́ ,è-ɲɛ̀,ŋ̀-kò,dɘ̂m,-láán,è-jé ,à-sòŋ ,bw-ɛ̀l ,-bə̀,ò-sɛ́,m̀mwɛ̀,-jú,-kə̀,bə́l,ò-dób˺,à-héb ,mwæ̌,myɛ̌l,è-kì ,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A15C_Akossi,ɲàm,è-káá,mbúmbú,è-kòg˺ ,à-nɔ̀ŋ,à-bùm,-yə̀g',èˀ-nɔ̀n,-kwàgɛl,mè-kìí,è-hìd˺,àbíì,-hyáad' ,mw-ǎn,mbàg 9,-hyɛ̀,-tóŋ,-wɛ́,mbwɛ́,-mwɛ́,è-túù,-dyɛ́,à-kìì ,nzyɔ̀g˺,d-ǐd˺,èˀ-só,-kwɛ̀,à-hóŋ,è-tɔ̀g˺,ɲǎn,mùú,hy-o᷅n,súù,-táàn,-pùmé,-nììn,?,mbód˺,ndɔ̀ɔ̀b',è-sìd˺,ǹ-ló,-wóg',ǹ-lém,à-séb˺,ndáb˺,nzàà,mìì,-wúu,à-búbóŋ,ǹ-nə̀kə́,-bíì,cy-àá,è-kùù,à-bàà,tìd˺,mòd˺,ŋgɔ̀n,ǹ-sə̀l,d-ǐn,à-tóŋ,ŋ̀-kə́ŋ,ŋ̀-kùù,d-úù,pɔ́g˺ ,mòd˺,mbúú,nzìì,ŋ̀-kàŋ,ŋ̀-kwɛ̌,ǹ-síí,-nyén,-lóm,à-kwáké ,-kɔ́n,ŋgòb˺,dyǒb˺,èʼ-oə́,mwɛ̌ntùd˺ ,ɲə̌,à-kòŋ ,-oíb',à-láá ,ètòndɛ̀ɛ̀,ŋ̀-kòn,dyôm,-láán,è-ʧém ,à-sòŋ ,bw-ɛ̀l ,-ɓɛ̀,mè-sɛ̀n,dy-àd ,-có,-kɛ̀,nzùm,mè-ndíb˺,è-pùb˺,m̀mwàád˺ ,m̀mwɛ̌,è-kìì,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A15C_Mkaa,ɲàm,ɛ̀-ká'á,mbùmbú,ɛ̀-pàsɛ́ 'bwél ,ɛ̀-nɔ̀ŋ,ɛ̀-bùm,nyɛ̀kɛ̀ɛ̀,ɛ̀-nɔ̌n,-kwà(ˀ)al,mè-kìí,ɛ̀-hěyˀ,ɛ̀ʼ-bɛ,-yáŋɛd',mw-ǎn,mbàg˺,-yà,-tɔ́ŋ,-wɛ́,mbwá,-mwá,ɛ̀-tóò,-dyá,ɛ̀-kìí,ɲjòg˺,d-íˀ,ɛ̀ˀ-só,-kwà,ɛ̀-hɔ́ŋ,ɛ̀-tɔ̀g˺,nyān,mùú,y-ǒn,ndɔ́n,-táàn,-pùmə̀,-nììn,-bɛ̀,mbód˺,ndɔ̀b',ɛ̀-sǐyˀ,m̀-ló,-wóˀ,m̀-lém,tɔ́ŋ,ndáb˺,njàà,mw-ɛ̀ɛ̀,-wú'ú,ɛ̀-bɔ́ŋ,ɛ̀-lɛ̀n,-bwé,j-àá,ɛ̀-kòò,ɛ̀ˀ-bæ̀æ̀,tɛ̀yˀ,mwàmjóm,ŋgɔ̀n,m̀-sòl,d-ǐn,ɛ̀tɔ̂ŋ,kíŋ,ŋ̀-kòò,dyô,pɔ́ʔ ,mòd˺,mbú,ɲjèé,m̀-kàŋ,m̀-kwǎ,m̀-sɛ́'ɛ́,-tòŋ,-lóm,ɛ̀-sɔ̂n,-jém,ɛ̀-kòb˺,ɛ̀bǒb,ɛ̀ʼ-jɔ́,mə̀tùtàg˺,ɲɔ̌,ɛ̀ˀ-kɔ̌ŋ ,-jíb,ɛ̀-lá'á ,ɛ̀-séé,ŋ̀-kón,dyôm,-láán,ɛ̀-jɛ́m,ɛ̀-sòŋ ,bw-ěl ,-ɓà,mə̀-sàà,m̀-kɔ̂ŋ,-jó'ó,-kɛ̀,mjūm,mè-díb˺,ɛ̀-púb,mwáàd˺ ,myá,ɛ̀-kɛ̀ɛ̀ ,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A151_Nkongho,ɲà,lè-kíá,mpʰɘ́,è-kògò,lɛ̀-gɔ̀k,lɛ̀-bɘ̀n,-mɔ̀k,mə̀-nɔ̀ɔ́,ŋ̀-kɔ̀gɛ̀lɛ́,mɛ̀-kʰǐ,ɛ̀-fɛ́ˀ,lɛ̀-bɛ́ɛ̀ˀ,m̀-bø̀ntɛ́ ,mwé,ɛ̀-bàk,pǎ,ǹ-láŋkɛ́ láŋ,ŋ̀-kwánɛ́ kwá,mbə̀gá,-núwə́ ǹ-núwánɛ́,lɛ̀-ʦɘ̂,dɛ́gá ,lɛ̀-kʰǐ,nzòk,d-íˀ,bɛ̀-súgú,m̀-fúɛ́ntɛ́,lɛ̀-fɔ́ŋ,è-tɔ̀k,ɲé,mɘ̀ɘ́,lɛ́lɛ́,sẅíí,-táà,m̀-pønɛ́ ,-ɲìì,m̀-bàkɛ́ ,mbúˀ,ndɔ̀ˀ,ɲɔ̀ŋ,ǹ-dúgú,ŋ̀-gòkɛ́ ,èpɘ̀ɘ́zók,ndɔ́ŋ,ndáˀ,nʃà,myɛ̀ˀ,ŋ̀-kǿnɛ́ kǿ,d-òŋ,páŋàlə̀ŋ,phí́,ʃ-ǎ,lɛ̀-kʰɘ̀,lè-byàˀ,tɘ̀ˀ,nzógóˀ,mùùʒìkímín,ǹ-ʃú,d-ǐˀ,lɛ̀-tɔ́ŋ,lɛ̀-bɔ̀ɔ̀,ŋ̀-kɘ̀,ʧüí,fɔ́k˺,mùˀ,mbígí,ɲʃǐ,ŋ̀-kàŋ ,ŋ̀-kwáá,ɲàŋáˀ,ŋ̀-gə́ə́ntɛ́,n-lúntɛ́,è-dìkɛ́ ,ǹ-zɔ̀tɛ́ zɔ̀ˀ,ŋgùˀ,dúˀ,bɛ̀-zógɔ́,zɨ́ɨ̀ˀ,nɔ́gɔ́ ,lɛ̀-kɔ́ŋ ,ǹ-ʒíté ʒíˀ,líá ,dídùgùˀ,ŋ̀-kùú ,dúgù,-láɣá,ɛ̀-lɛ́ˀ ,lə̀-sóŋ ,ʒ-ìgíˀ ,-byà,míìˀ,mbók,-zúgú,kə̀,phìí,mə-díˀ,lə̀-fwɔ́ˀ,mə̀ŋá ,myáˀ,ɛ̀-kyɛ̀ˀ ,,"Hedinger R (1987) The Manenguba languages (Bantu A. 15, Mbo cluster) of Cameroon (School of Oriental and African Studies (SOAS), London) p 306."
A22_Bakweri ,nyàmà,mɔ̀,lìwu,mòwò mo gbě,lìnɔ̀ngɔ̀,lùnga,ndɛnɛ̀,ìnɔ̀nî,kokà,màìja,èse,lìvɛ̂,sɛlɛ̀,mwanà̀,m̀bàkì,jâ,angà,wâ,ǹgbâ,nyɔ̂,lìtô,lâ,mwèo,ǹjɔ̀kù,lisɔ̀,wòsô,m̀bɛì,mànɔnɔ,èsai,mòsìnge,munya,jòli,lìsùa,tâ,kǒa,nèi,inyɛ̀,m̀bolì,sè,lìfùmbu,mǒfò,ovìsɛ̀,mwěmà,yɔ̀mbɔ,ǹdawò,ǹjàò,mwèà,owà,lìwɔngɔngɔ,ɛ̀tɛ̂,vià,yàli,mwěnde,lìvà,nyìnya,mǒmè,ǹgbɛ̀ndɛ̀,wàna,linà,ǹjùngù,lìwɔ̀,wû,mòfemba,yɔ̀kɔ,mòtò,m̀buà,ǹjìa,?,ìkpa,nyanga,ɛnɛ̀,ntɛ,embòlɛ̀,embà,èkòwò,lovà,ìjɔ̂,yǔtùtù,gbàva,lìɔ̀ngɔ,?,lìyaì,èlovàlòvà,mòndo,lìomɛ̀,veyaò,jɛ̌mɛ̀,lìsɔ̀nga,gbě,vewǎ,minyàlì,?,yowà,ɛ̀ndɛ,ǹjùma,màliva,?,molanà,?,ɛ̀kɛ̀,,"Connell B (1997) Mokpe (Bakweri), Available on CBOLD http://www.cbold.ish-lyon.cnrs.fr/ (last visit: 24-04-2011)."
A24_Duala,ńama,enama,dibúdú lá wéa,eyobo,no̱ngo̱,dibum,nde̱ne̱,ino̱n,kukwa,mayá,ewesé,diɓɛ̂,dise̱,múna,diwíndíwindi,po̱,lánga,wó̱,mbó̱,ńó̱,tói,dá,mwé̱ń,njo̱u,díso̱,bosó,kó̱,diwó̱ngí,esáó,ńándi,wéa,wéa,súe,tánu,pumwa,ne̱i,bola,mbódi,ó wásẽ,ńõ̱,mulopo,senga,muléma,tó̱ngo̱,ndábo,njai,?,bwá,dibó̱ngo̱,diwe̱ndi,bía,eyadí,mukala,dibadi,niná,moto,mó̱di ,mudumbu,dína,mutó̱di,ńíngo,bulú ,mpemba,mō̱,moto,mbúa,ngeá,mwangá,wánga,mukoko,é̱ne̱,lóma,iso̱n,ló̱ngo̱,eyobo,mó̱ń,iyó̱,ítutu,ńam'a bwaba,jo̱ngó̱,íba,dále ,wéi,mondó,dóm,lálo,(e)yéme̱,songá,bwelé,ba,misanji,mundi,dóa,dangwa,bilá,madíbá,ngo̱,múto,mayiba,eye̱i,,"Helmlinger P (1972) Dictionnaire duala-français, suivi d'un lexique français-duala (Klincksieck, Langues et Littératures de l'Afrique noire 9, Paris) p 665."
A27_Malimba,ɲàmà,dʒǎɗè,dùbú,jòòɓá ɓwèlè,?,ndʒèndʒè,?,ìnɔ̀n,kùkôj,màjà,èvèhé,dìɓɛ́,díhɛ̀,múnà,màíndì,pɔ̀,sɔ̀ŋgɛ̀lɛ̀,wɔ́,ìmbɔ̀,ɲɔ́,ìtój,dá,mùtʃɛ̀j,ndʒɔ̀ʷ,díhɔ́,?,kwédì,dɔ̀ɔ́ŋgì,dìkùɓà,ɲándɛ̀,wéjà,dìɓɔ́ŋgɔ́dá éjà,húwè,ɓétán,vɛ́vɛ́,ɓénɛ̀j,ɓòlà,mbódì,wáhɛ̀,ɲɔ̀,mùlópò,hɛ̀ndʒɛ̀lɛ̀,?,tɔ́ŋgɔ̀,ɓòlóŋgí,ndʒaj,ɓèbùŋgá,ɓwá,?,ìlɛ̀ndì,bí,èjádì,dʒòòɗó,?,nììná,múmíjò,mɔ́ɔ́dì,mùdùmbù,dínà,mùtɔ́dù,kɔ̀tì,bùlù,mùpémbà,èwɔ́,mòtò,mbúwà,ndʒèjà,mwàŋgà,áŋgà,mùkò,ɛ́nɛ̀,lóméà,?,lɔ́ŋgɔ̀,èjòɓò,ŋmíì,?,ítùtù,ɲàmà ɓwàɓà,hɔ̀lɔ̀,jíbâ,?,véʒ,mùùndó,dʒǒm,ɓélááló,èyémɛ̀,díhùŋgà,ɓwèlè,ɓéɓǎ,miɲèdʒì,?,hùj,ɗaŋgwà,ɓwèmbà,màdíɓá,mùpùpè,mútò,ŋgɔ̀díɓà,ètʃɛ̀j,,"Lamberty M (2002) A rapid appraisal survey of the Abo and Barombi speech communities, South West and Littoral Provinces, Cameroon. SIL International:28."
A31_Bubi,e-naba,òlòbɔ́ɔ̀,obo-tóm,?,er-acé,obw-elá,-oté,esi-norí,ɔ̀lɔ̀átà ,bànná,e-úhá,eri-bɛ́lɛ́,?,?,olo-tópátópá,-bɔwa,-sosa,-bwa,e-puá,ɔ̀ŗáà ,òlòtóò,ɔ̀ŗáà ,obo-héwú,?,e-nókó,obo-sɔ́,-kwa,ab-itá,olo-ɛta,e-eɛ,òbòysó,?,e-cué,?,-pata,?,-pá,e-cówú,òšòbá,èséllá,e-twɛ́,-úa,obo-tébá,lwɛ́  ̍ à,?,e-calá,ikéláripo,-úlá,e-ru,olo-obá,-ana,olew-ɛbam,eri-kotó,rallɔ,obo-aki,?,er-éyá,obw-eɛ,e-ila,e-cekú,ehḭ́nkó,obo-cíyó,obo-mpo,-lé,obo-co,ɔl-ɔlá,e-tɛ́lɛ́,obo-aká,i-sólɔ,ow-álo,-ɛ́lá,-ára,e-cóóm,-bɛla,obo-tátá,olo-bákó,otoló,e-ɛri,e-nówá,?,-lɛpa,ei-tɛ́,ei-tóhí,obo-sɛkɛ́,?,?,olo-bɛ́bɔ́,er-éló,?,-pà,abahḭ́néri,?,-hora,-ɛta,obo-yé,al-ope,e-húrúru,obo-aiso,?,?,,"Rurangwa IM (1989) Enquête linguistique sur le bubi, langue bantu insulaire de Guinée Équatoriale. Actes du Colloque international “Les peuples bantu. Migrations, Expansion et Identité culturelle” Libreville 1-6 avril 1985, Tome I, ed Obenga T (Libreville: CICIBA; Paris: L’Harmattan), pp 76-102."
